Time,EC,Experiment
00:26:44,189.4,High Seismicity
00:26:46,189.4,High Seismicity
00:26:48,189.4,High Seismicity
00:26:50,189.4,High Seismicity
00:26:52,189.4,High Seismicity
00:26:54,189.4,High Seismicity
00:26:56,189.4,High Seismicity
00:26:58,189.4,High Seismicity
00:27:00,189.5,High Seismicity
00:27:02,189.4,High Seismicity
00:27:04,189.4,High Seismicity
00:27:06,189.4,High Seismicity
00:27:08,189.4,High Seismicity
00:27:10,189.4,High Seismicity
00:27:12,189.4,High Seismicity
00:27:14,189.4,High Seismicity
00:27:16,189.4,High Seismicity
00:27:18,189.4,High Seismicity
00:27:20,189.4,High Seismicity
00:27:22,189.4,High Seismicity
00:27:24,189.4,High Seismicity
00:27:26,189.4,High Seismicity
00:27:28,189.4,High Seismicity
00:27:30,189.5,High Seismicity
00:27:32,189.5,High Seismicity
00:27:34,189.5,High Seismicity
